Alert_Number,Organization_Name,Repository_Name,State,Dependency_Package_Ecosystem,Dependency_Package_Name,Dependency_Manifest_Path,Dependency_Scope,Severity,GHSA_ID,CVE_ID,Advisory_Summary,Advisory_Description,Vulnerable_Version_Range,First_Patched_Version,CVSS_Score,CVSS_Vector,CWE_IDs,CWE_Names,Created_At,Updated_At,Dismissed_At,Dismissed_By,Dismissed_Reason,Dismissed_Comment,Fixed_At,Auto_Dismissed_At,URL,References
132,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-c582-c96p-r5cq,CVE-2022-21732,Memory exhaustion in Tensorflow,"### Impact 
The [implementation of `ThreadPoolHandle`](https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/data/experimental/threadpool_dataset_op.cc#L79-L135) can be used to trigger a denial of service attack by allocating too much memory:

```python
import tensorflow as tf
y = tf.raw_ops.ThreadPoolHandle(num_threads=0x60000000,display_name='tf')
```

This is because the `num_threads` argument is only checked to not be negative, but the",< 2.5.3,2.5.3,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,"CWE-400, CWE-770","Uncontrolled Resource Consumption, Allocation of Resources Without Limits or Throttling",2025-05-22T17:35:09Z,2025-05-22T17:35:09Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/132,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c582-c96p-r5cq, https://github.com/tensorflow/tensorflow/commit/e3749a6d5d1e8d11806d4a2e9cc3123d1a90b75e, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/data/experimental/threadpool_dataset_op.cc#L79-L135, https://nvd.nist.gov/vuln/detail/CVE-2022-21732, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2022-56.yaml"
131,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-m4hf-j54p-p353,CVE-2022-21731,Type confusion leading to segfault in Tensorflow,"### Impact 
The [implementation of shape inference for `ConcatV2`](https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/framework/common_shape_fns.cc#L1961-L2059) can be used to trigger a denial of service attack via a segfault caused by a type confusion:

```python
import tensorflow as tf

@tf.function
def test():
  y = tf.raw_ops.ConcatV2(
    values=[[1,2,3],[4,5,6]],
    axis = 0xb500005b)
  return y

test()
```

The `axis` argument is transl",< 2.5.3,2.5.3,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"CWE-754, CWE-843","Improper Check for Unusual or Exceptional Conditions, Access of Resource Using Incompatible Type ('Type Confusion')",2025-05-22T17:35:09Z,2025-05-22T17:35:09Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/131,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m4hf-j54p-p353, https://github.com/tensorflow/tensorflow/commit/08d7b00c0a5a20926363849f611729f53f3ec022, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/framework/common_shape_fns.cc#L1961-L2059, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/framework/shape_inference.cc#L345-L358, https://nvd.nist.gov/vuln/detail/CVE-2022-21731"
130,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-vjg4-v33c-ggc4,CVE-2022-21730,Out of bounds read in Tensorflow,"### Impact 
The [implementation of `FractionalAvgPoolGrad`](https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/fractional_avg_pool_op.cc#L209-L360) does not consider cases where the input tensors are invalid allowing an attacker to read from outside of bounds of heap:

```python
import tensorflow as tf

@tf.function
def test():
  y = tf.raw_ops.FractionalAvgPoolGrad(
    orig_input_tensor_shape=[2,2,2,2],
    out_backprop=[[[[1,2], [3, ",< 2.5.3,2.5.3,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,CWE-125,Out-of-bounds Read,2025-05-22T17:35:09Z,2025-05-22T17:35:09Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/130,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-vjg4-v33c-ggc4, https://github.com/tensorflow/tensorflow/commit/002408c3696b173863228223d535f9de72a101a9, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/fractional_avg_pool_op.cc#L209-L360, https://nvd.nist.gov/vuln/detail/CVE-2022-21730, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2022-54.yaml"
129,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-34f9-hjfq-rr8j,CVE-2022-21729,Overflow and uncaught divide by zero in Tensorflow,"### Impact 
The [implementation of `UnravelIndex`](https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/unravel_index_op.cc#L36-L135) is vulnerable to a division by zero caused by an integer overflow bug:

```python
import tensorflow as tf

tf.raw_ops.UnravelIndex(indices=-0x100000,dims=[0x100000,0x100000])
```

### Patches
We have patched the issue in GitHub commit [58b34c6c8250983948b5a781b426f6aa01fd47af](https://github.com/tensorflow/",< 2.5.3,2.5.3,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-190,Integer Overflow or Wraparound,2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/129,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-34f9-hjfq-rr8j, https://github.com/tensorflow/tensorflow/commit/58b34c6c8250983948b5a781b426f6aa01fd47af, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/unravel_index_op.cc#L36-L135, https://nvd.nist.gov/vuln/detail/CVE-2022-21729, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2022-53.yaml"
128,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-6gmv-pjp9-p8w8,CVE-2022-21728,Out of bounds read in Tensorflow,"### Impact 
The [implementation of shape inference for `ReverseSequence`](https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/ops/array_ops.cc#L1636-L1671) does not fully validate the value of `batch_dim` and can result in a heap OOB read:

```python
import tensorflow as tf

@tf.function
def test():
  y = tf.raw_ops.ReverseSequence(
    input = ['aaa','bbb'],
    seq_lengths = [1,1,1],
    seq_dim = -10,
    batch_dim = -10 )
  return y
    
tes",< 2.5.3,2.5.3,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,CWE-125,Out-of-bounds Read,2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/128,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-6gmv-pjp9-p8w8, https://github.com/tensorflow/tensorflow/commit/37c01fb5e25c3d80213060460196406c43d31995, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/framework/shape_inference.h#L415-L428, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/ops/array_ops.cc#L1636-L1671, https://nvd.nist.gov/vuln/detail/CVE-2022-21728"
127,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-c6fh-56w7-fvjw,CVE-2022-21727,Integer overflow in Tensorflow,"### Impact 
The [implementation of shape inference for `Dequantize`](https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/ops/array_ops.cc#L3001-L3034) is vulnerable to an integer overflow weakness:

```python
import tensorflow as tf

input = tf.constant([1,1],dtype=tf.qint32)

@tf.function
def test():
  y = tf.raw_ops.Dequantize(
    input=input,
    min_range=[1.0],
    max_range=[10.0],
    mode='MIN_COMBINED',
    narrow_range=False,
    axis",< 2.5.3,2.5.3,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,CWE-190,Integer Overflow or Wraparound,2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/127,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-c6fh-56w7-fvjw, https://github.com/tensorflow/tensorflow/commit/b64638ec5ccaa77b7c1eb90958e3d85ce381f91b, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/ops/array_ops.cc#L3001-L3034, https://nvd.nist.gov/vuln/detail/CVE-2022-21727, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2022-51.yaml"
126,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-23hm-7w47-xw72,CVE-2022-21726,Out of bounds read in Tensorflow,"### Impact 
The [implementation of `Dequantize`](https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/dequantize_op.cc#L92-L153) does not fully validate the value of `axis` and can result in heap OOB accesses:

```python
import tensorflow as tf

@tf.function
def test():
  y = tf.raw_ops.Dequantize(
    input=tf.constant([1,1],dtype=tf.qint32),
    min_range=[1.0],
    max_range=[10.0],
    mode='MIN_COMBINED',
    narrow_range=False,
    ",< 2.5.3,2.5.3,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,CWE-125,Out-of-bounds Read,2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/126,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-23hm-7w47-xw72, https://github.com/tensorflow/tensorflow/commit/23968a8bf65b009120c43b5ebcceaf52dbc9e943, https://github.com/tensorflow/tensorflow/blob/5100e359aef5c8021f2e71c7b986420b85ce7b3d/tensorflow/core/kernels/dequantize_op.cc#L92-L153, https://nvd.nist.gov/vuln/detail/CVE-2022-21726, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2022-50.yaml"
125,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-v3f7-j968-4h5f,CVE-2022-21725,Division by zero in Tensorflow,"### Impact 
The [estimator for the cost of some convolution operations](https://github.com/tensorflow/tensorflow/blob/ffa202a17ab7a4a10182b746d230ea66f021fe16/tensorflow/core/grappler/costs/op_level_cost_estimator.cc#L189-L198) can be made to execute a division by 0:

```python
import tensorflow as tf

@tf.function
def test():
  y=tf.raw_ops.AvgPoolGrad(
    orig_input_shape=[1,1,1,1],
    grad=[[[[1.0],[1.0],[1.0]]],[[[2.0],[2.0],[2.0]]],[[[3.0],[3.0],[3.0]]]],
    ksize=[1,1,1,1],
    strides=",< 2.5.3,2.5.3,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-369,Divide By Zero,2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/125,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-v3f7-j968-4h5f, https://github.com/tensorflow/tensorflow/commit/3218043d6d3a019756607643cf65574fbfef5d7a, https://github.com/tensorflow/tensorflow/blob/ffa202a17ab7a4a10182b746d230ea66f021fe16/tensorflow/core/grappler/costs/op_level_cost_estimator.cc#L189-L198, https://nvd.nist.gov/vuln/detail/CVE-2022-21725, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2022-49.yaml"
124,InfoMGHAS-KR,GHAS-new-features,open,pip,numpy,requirements.txt,runtime,medium,GHSA-6p56-wp2h-9hxr,CVE-2021-33430,NumPy Buffer Overflow (Disputed),"A Buffer Overflow vulnerability exists in NumPy 1.9.x in the PyArray_NewFromDescr_int function of ctors.c when specifying arrays of large dimensions (over 32) from Python code, which could let a malicious user cause a Denial of Service.

NOTE: The vendor does not agree this is a vulnerability; In (very limited) circumstances a user may be able provoke the buffer overflow, the user is most likely already privileged to at least provoke denial of service by exhausting memory. Triggering this furthe",">= 1.9.0, < 1.21",1.21,5.3,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/124,"https://nvd.nist.gov/vuln/detail/CVE-2021-33430, https://github.com/numpy/numpy/issues/18939, https://github.com/numpy/numpy/commit/ae317fd9ff3e79c0eac357d723bfc29cbd625f2e, https://github.com/pypa/advisory-database/tree/main/vulns/numpy/PYSEC-2021-854.yaml, https://github.com/advisories/GHSA-6p56-wp2h-9hxr"
123,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-cq76-mxrc-vchh,CVE-2021-41195,Crash in `tf.math.segment_*` operations,"### Impact
The implementation of `tf.math.segment_*` operations results in a `CHECK`-fail related abort (and denial of service) if a segment id in `segment_ids` is large.

```python
import tensorflow as tf

tf.math.segment_max(data=np.ones((1,10,1)), segment_ids=[1676240524292489355])
tf.math.segment_min(data=np.ones((1,10,1)), segment_ids=[1676240524292489355])
tf.math.segment_mean(data=np.ones((1,10,1)), segment_ids=[1676240524292489355])    
tf.math.segment_sum(data=np.ones((1,10,1)), segment",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-190,Integer Overflow or Wraparound,2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/123,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-cq76-mxrc-vchh, https://nvd.nist.gov/vuln/detail/CVE-2021-41195, https://github.com/tensorflow/tensorflow/issues/46888, https://github.com/tensorflow/tensorflow/pull/51733, https://github.com/tensorflow/tensorflow/commit/e9c81c1e1a9cd8dd31f4e83676cab61b60658429"
122,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-m539-j985-hcr8,CVE-2021-41196,Crash in `max_pool3d` when size argument is 0 or negative,"### Impact
The Keras pooling layers can trigger a segfault if the size of the pool is 0 or if a dimension is negative: 

```python
import tensorflow as tf

pool_size = [2, 2, 0]
layer = tf.keras.layers.MaxPooling3D(strides=1, pool_size=pool_size)
input_tensor = tf.random.uniform([3, 4, 10, 11, 12], dtype=tf.float32)
res = layer(input_tensor)
```

This is due to the TensorFlow's implementation of pooling operations where the values in the sliding window are not checked to be strictly positive.

#",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-191,Integer Underflow (Wrap or Wraparound),2025-05-22T17:35:08Z,2025-05-22T17:35:08Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/122,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-m539-j985-hcr8, https://nvd.nist.gov/vuln/detail/CVE-2021-41196, https://github.com/tensorflow/tensorflow/issues/51936, https://github.com/tensorflow/tensorflow/commit/12b1ff82b3f26ff8de17e58703231d5a02ef1b8b, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-606.yaml"
121,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-prcg-wp5q-rv7p,CVE-2021-41197,Crashes due to overflow and `CHECK`-fail in ops with large tensor shapes,"### Impact
TensorFlow allows tensor to have a large number of dimensions and each dimension can be as large as desired. However, the total number of elements in a tensor must fit within an `int64_t`. If an overflow occurs, `MultiplyWithoutOverflow` would return a negative result. In the majority of TensorFlow codebase this then results in a `CHECK`-failure. Newer constructs exist which return a `Status` instead of crashing the binary.

For example [`AddDim`](https://github.com/tensorflow/tensorf",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-190,Integer Overflow or Wraparound,2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/121,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-prcg-wp5q-rv7p, https://nvd.nist.gov/vuln/detail/CVE-2021-41197, https://github.com/tensorflow/tensorflow/issues/46890, https://github.com/tensorflow/tensorflow/issues/51908, https://github.com/tensorflow/tensorflow/commit/7c1692bd417eb4f9b33ead749a41166d6080af85"
120,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-2p25-55c9-h58q,CVE-2021-41198,Overflow/crash in `tf.tile` when tiling tensor is large,"### Impact
If `tf.tile` is called with a large input argument then the TensorFlow process will crash due to a `CHECK`-failure caused by an overflow.

```python
import tensorflow as tf
import numpy as np
tf.keras.backend.tile(x=np.ones((1,1,1)), n=[100000000,100000000, 100000000])
```

The number of elements in the output tensor is too much for the `int64_t` type and the overflow is detected via a `CHECK` statement. This aborts the process.

### Patches
We have patched the issue in GitHub commit ",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-190,Integer Overflow or Wraparound,2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/120,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-2p25-55c9-h58q, https://nvd.nist.gov/vuln/detail/CVE-2021-41198, https://github.com/tensorflow/tensorflow/issues/46911, https://github.com/tensorflow/tensorflow/commit/9294094df6fea79271778eb7e7ae1bad8b5ef98f, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-608.yaml"
119,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-5hx2-qx8j-qjqm,CVE-2021-41199,Overflow/crash in `tf.image.resize` when size is large,"### Impact
If `tf.image.resize` is called with a large input argument then the TensorFlow process will crash due to a `CHECK`-failure caused by an overflow.

```python
import tensorflow as tf
import numpy as np

tf.keras.layers.UpSampling2D(
  size=1610637938,
  data_format='channels_first',
  interpolation='bilinear')(np.ones((5,1,1,1)))
```

The number of elements in the output tensor is too much for the `int64_t` type and the overflow is detected via a `CHECK` statement. This aborts the proce",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-190,Integer Overflow or Wraparound,2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/119,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-5hx2-qx8j-qjqm, https://nvd.nist.gov/vuln/detail/CVE-2021-41199, https://github.com/tensorflow/tensorflow/issues/46914, https://github.com/tensorflow/tensorflow/commit/e5272d4204ff5b46136a1ef1204fc00597e21837, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-609.yaml"
118,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-gh8h-7j2j-qv4f,CVE-2021-41200,Incomplete validation in `tf.summary.create_file_writer`,"### Impact
If `tf.summary.create_file_writer` is called with non-scalar arguments code crashes due to a `CHECK`-fail.

```python
import tensorflow as tf
import numpy as np
tf.summary.create_file_writer(logdir='', flush_millis=np.ones((1,2)))
```

### Patches
We have patched the issue in GitHub commit [874bda09e6702cd50bac90b453b50bcc65b2769e](https://github.com/tensorflow/tensorflow/commit/874bda09e6702cd50bac90b453b50bcc65b2769e) (merging [#51715](https://github.com/tensorflow/tensorflow/pull/5",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-617,Reachable Assertion,2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/118,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-gh8h-7j2j-qv4f, https://nvd.nist.gov/vuln/detail/CVE-2021-41200, https://github.com/tensorflow/tensorflow/issues/46909, https://github.com/tensorflow/tensorflow/commit/874bda09e6702cd50bac90b453b50bcc65b2769e, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-610.yaml"
117,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-j86v-p27c-73fm,CVE-2021-41201,Unitialized access in `EinsumHelper::ParseEquation`,"### Impact
During execution, [`EinsumHelper::ParseEquation()`](https://github.com/tensorflow/tensorflow/blob/e0b6e58c328059829c3eb968136f17aa72b6c876/tensorflow/core/kernels/linalg/einsum_op_impl.h#L126-L181) is supposed to set the flags in `input_has_ellipsis` vector and `*output_has_ellipsis` boolean to indicate whether there is ellipsis in the corresponding inputs and output.

However, the code only changes these flags to `true` and never assigns `false`.

```cc
for (int i = 0; i < num_inputs",">= 2.5.0, < 2.5.2",2.5.2,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,CWE-824,Access of Uninitialized Pointer,2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/117,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-j86v-p27c-73fm, https://nvd.nist.gov/vuln/detail/CVE-2021-41201, https://github.com/tensorflow/tensorflow/commit/f09caa532b6e1ac8d2aa61b7832c78c5b79300c6, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-611.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-809.yaml"
116,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-xrqm-fpgr-6hhx,CVE-2021-41202,Overflow/crash in `tf.range`,"### Impact
While calculating the size of the output within the `tf.range` kernel, there is a conditional statement of type `int64 = condition ? int64 : double`. Due to C++ implicit conversion rules, both branches of the condition will be cast to `double` and the result would be truncated before the assignment. This result in overflows:

```python
import tensorflow as tf

tf.sparse.eye(num_rows=9223372036854775807, num_columns=None)
```
  
Similarly, `tf.range` would result in crashes due to over",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-681,Incorrect Conversion between Numeric Types,2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/116,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-xrqm-fpgr-6hhx, https://nvd.nist.gov/vuln/detail/CVE-2021-41202, https://github.com/tensorflow/tensorflow/issues/46889, https://github.com/tensorflow/tensorflow/issues/46912, https://github.com/tensorflow/tensorflow/commit/1b0e0ec27e7895b9985076eab32445026ae5ca94"
115,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,high,GHSA-7pxj-m4jf-r6h2,CVE-2021-41203,Missing validation during checkpoint loading,"### Impact
An attacker can trigger undefined behavior, integer overflows, segfaults and `CHECK`-fail crashes if they can change saved checkpoints from outside of TensorFlow.

This is because the checkpoints loading infrastructure is missing validation for invalid file formats.

### Patches
We have patched the issue in GitHub commits [b619c6f865715ca3b15ef1842b5b95edbaa710ad](https://github.com/tensorflow/tensorflow/commit/b619c6f865715ca3b15ef1842b5b95edbaa710ad), [e8dc63704c88007ee4713076605c90",">= 2.5.0, < 2.5.2",2.5.2,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,"CWE-190, CWE-345","Integer Overflow or Wraparound, Insufficient Verification of Data Authenticity",2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/115,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-7pxj-m4jf-r6h2, https://nvd.nist.gov/vuln/detail/CVE-2021-41203, https://github.com/tensorflow/tensorflow/commit/368af875869a204b4ac552b9ddda59f6a46a56ec, https://github.com/tensorflow/tensorflow/commit/abcced051cb1bd8fb05046ac3b6023a7ebcc4578, https://github.com/tensorflow/tensorflow/commit/b619c6f865715ca3b15ef1842b5b95edbaa710ad"
114,InfoMGHAS-KR,GHAS-new-features,open,pip,tensorflow,requirements.txt,runtime,medium,GHSA-786j-5qwq-r36x,CVE-2021-41204,Segfault while copying constant resource tensor,"### Impact
During TensorFlow's Grappler optimizer phase, constant folding might attempt to deep copy a resource tensor. This results in a segfault, as these tensors are supposed to not change.

### Patches
We have patched the issue in GitHub commit [7731e8dfbe4a56773be5dc94d631611211156659](https://github.com/tensorflow/tensorflow/commit/7731e8dfbe4a56773be5dc94d631611211156659).

The fix will be included in TensorFlow 2.7.0. We will also cherrypick this commit on TensorFlow 2.6.1, TensorFlow 2.",">= 2.5.0, < 2.5.2",2.5.2,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-824,Access of Uninitialized Pointer,2025-05-22T17:35:07Z,2025-05-22T17:35:07Z,,,,,,,https://github.com/InfoMGHAS-KR/GHAS-new-features/security/dependabot/114,"https://github.com/tensorflow/tensorflow/security/advisories/GHSA-786j-5qwq-r36x, https://nvd.nist.gov/vuln/detail/CVE-2021-41204, https://github.com/tensorflow/tensorflow/commit/7731e8dfbe4a56773be5dc94d631611211156659, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-cpu/PYSEC-2021-614.yaml, https://github.com/pypa/advisory-database/tree/main/vulns/tensorflow-gpu/PYSEC-2021-812.yaml"
